order_pk,order_id,order_date,customer_pk,payment_id
776,B-26240,2022-04-08,776,3
777,B-26922,2022-04-30,777,3
778,B-26894,2023-01-20,778,2
779,B-25330,2024-11-17,779,2
780,B-26288,2022-04-23,780,2
781,B-26288,2025-02-18,781,2
782,B-25228,2021-05-27,782,3
783,B-25228,2022-01-17,783,3
784,B-26457,2025-01-15,784,4
785,B-25790,2021-02-14,785,5
786,B-25868,2024-08-31,786,4
787,B-25868,2022-12-26,787,4
788,B-25381,2024-03-21,788,3
789,B-25381,2020-12-15,789,3
790,B-25153,2023-03-21,790,2
791,B-26576,2023-06-08,791,4
792,B-26526,2022-07-17,792,4
793,B-26526,2024-12-05,793,4
794,B-26526,2022-07-17,794,4
795,B-26526,2024-12-05,795,4
796,B-25819,2023-11-02,796,3
797,B-25819,2024-10-05,797,3
798,B-25698,2022-11-13,798,3
799,B-25698,2022-12-28,799,3
800,B-26820,2025-02-26,800,3
801,B-25396,2022-11-12,801,3
802,B-25396,2022-11-12,802,3
803,B-25529,2021-06-07,803,3
804,B-26501,2020-09-26,804,3
805,B-26910,2024-04-29,805,5
806,B-26910,2024-04-29,806,1
807,B-26910,2024-04-29,807,2
808,B-25978,2024-04-10,808,5
809,B-26537,2023-12-21,809,1
810,B-25881,2024-05-02,810,2
811,B-25881,2024-11-21,811,2
812,B-25237,2022-03-17,812,5
813,B-25237,2023-05-14,813,5
814,B-26122,2024-10-07,814,1
815,B-26122,2020-09-08,815,1
816,B-25709,2021-08-19,816,1
817,B-26656,2022-10-12,817,3
818,B-26656,2020-05-23,818,3
819,B-26656,2020-04-18,819,3
820,B-26656,2022-10-12,820,3
821,B-26656,2020-05-23,821,3
822,B-26656,2020-04-18,822,3
823,B-25801,2022-06-04,823,3
824,B-25801,2022-06-04,824,5
825,B-25006,2022-11-16,825,2
826,B-25006,2024-07-18,826,2
827,B-25006,2023-07-16,827,2
828,B-26106,2020-08-10,828,2
829,B-25789,2024-06-22,829,1
830,B-26292,2020-07-13,830,2
831,B-25895,2024-04-16,831,3
832,B-25813,2021-03-13,832,5
833,B-26863,2023-04-01,833,3
834,B-25759,2020-11-10,834,5
835,B-26357,2023-06-08,835,2
836,B-26819,2021-08-17,836,2
837,B-25502,2020-05-24,837,3
838,B-25258,2021-08-12,838,1
839,B-26878,2022-09-03,839,4
840,B-26878,2020-10-01,840,4
841,B-25170,2022-05-27,841,3
842,B-25170,2022-05-27,842,1
843,B-26842,2024-03-10,843,2
844,B-26842,2023-10-05,844,2
845,B-26842,2024-03-10,845,2
846,B-26842,2023-10-05,846,2
847,B-26599,2022-08-28,847,2
848,B-26599,2020-09-08,848,2
849,B-25705,2021-04-27,849,5
850,B-26366,2021-08-21,850,5
851,B-26366,2021-05-16,851,5
852,B-26366,2021-08-21,852,1
853,B-26366,2021-05-16,853,1
854,B-26116,2022-01-15,854,3
855,B-26443,2023-03-21,855,2
856,B-26443,2023-12-28,856,2
857,B-25955,2022-02-15,857,2
858,B-25955,2023-11-30,858,2
859,B-26383,2023-01-12,859,2
860,B-26383,2023-05-19,860,2
861,B-26383,2023-01-12,861,3
862,B-26383,2023-05-19,862,3
863,B-26999,2024-02-19,863,1
864,B-26712,2021-12-01,864,1
865,B-26712,2021-12-01,865,2
866,B-26066,2024-12-19,866,3
867,B-25996,2023-01-18,867,1
868,B-25996,2020-12-23,868,1
869,B-26924,2021-02-28,869,5
870,B-25541,2023-05-04,870,1
871,B-25541,2020-04-22,871,1
872,B-25541,2021-08-13,872,1
873,B-25541,2023-05-04,873,2
874,B-25541,2020-04-22,874,2
875,B-25541,2021-08-13,875,2
876,B-25196,2023-07-20,876,4
877,B-25855,2022-08-28,877,4
878,B-25071,2023-03-14,878,2
879,B-26159,2023-11-07,879,1
880,B-26159,2024-04-16,880,1
881,B-26159,2023-11-07,881,4
882,B-26159,2024-04-16,882,4
883,B-26228,2022-09-16,883,1
884,B-25888,2024-10-31,884,5
885,B-25574,2024-11-25,885,2
886,B-25574,2021-10-29,886,2
887,B-26938,2023-12-27,887,3
888,B-26938,2023-06-25,888,3
889,B-26379,2020-09-01,889,4
890,B-26623,2025-02-01,890,3
891,B-25566,2023-07-22,891,2
892,B-25566,2022-02-04,892,2
893,B-26740,2023-09-27,893,2
894,B-26740,2025-01-30,894,2
895,B-26740,2023-09-27,895,4
896,B-26740,2025-01-30,896,4
897,B-26740,2023-09-27,897,1
898,B-26740,2025-01-30,898,1
899,B-25024,2025-01-15,899,3
900,B-25024,2021-03-28,900,3
901,B-26367,2021-12-25,901,5
902,B-26353,2023-02-03,902,2
903,B-26353,2023-04-28,903,2
904,B-26353,2024-11-22,904,2
905,B-26353,2023-02-03,905,3
906,B-26353,2023-04-28,906,3
907,B-26353,2024-11-22,907,3
908,B-25742,2024-07-02,908,2
909,B-25742,2024-07-02,909,3
910,B-26965,2022-01-18,910,2
911,B-26038,2024-10-08,911,2
912,B-26038,2024-10-08,912,3
913,B-25317,2020-06-21,913,5
914,B-25970,2023-12-14,914,2
915,B-25590,2020-12-16,915,2
916,B-25580,2025-03-15,916,5
917,B-25443,2024-08-21,917,3
918,B-25443,2024-08-21,918,1
919,B-25774,2021-05-27,919,4
920,B-26505,2020-09-21,920,2
921,B-25163,2025-01-11,921,1
922,B-26095,2021-10-20,922,1
923,B-26095,2021-10-20,923,3
924,B-25768,2021-10-19,924,1
925,B-25328,2024-07-07,925,4
926,B-25328,2023-07-25,926,4
927,B-26573,2020-04-16,927,2
928,B-25138,2020-07-04,928,4
929,B-26803,2022-05-16,929,1
930,B-26803,2022-05-16,930,4
931,B-25101,2023-11-25,931,3
932,B-25827,2021-08-17,932,5
933,B-25792,2023-07-02,933,3
934,B-25646,2020-08-24,934,4
935,B-25043,2022-11-07,935,4
936,B-26598,2024-03-27,936,4
937,B-26598,2024-09-01,937,4
938,B-26598,2022-02-22,938,4
939,B-26598,2024-03-27,939,2
940,B-26598,2024-09-01,940,2
941,B-26598,2022-02-22,941,2
942,B-26643,2022-02-11,942,2
943,B-26643,2022-02-11,943,5
944,B-26643,2022-02-11,944,5
945,B-25992,2021-05-27,945,3
946,B-25992,2023-07-05,946,3
947,B-25992,2020-10-27,947,3
948,B-25992,2021-05-27,948,4
949,B-25992,2023-07-05,949,4
950,B-25992,2020-10-27,950,4
951,B-25532,2023-01-26,951,3
952,B-25564,2021-09-06,952,3
953,B-25564,2021-11-12,953,3
954,B-25564,2024-07-30,954,3
955,B-26543,2022-03-15,955,4
956,B-25976,2024-03-15,956,1
957,B-25976,2020-11-10,957,1
958,B-25976,2024-03-15,958,3
959,B-25976,2020-11-10,959,3
960,B-25929,2022-07-23,960,4
961,B-25497,2024-09-13,961,4
962,B-25497,2024-09-13,962,2
963,B-26735,2022-01-25,963,5
964,B-25036,2021-04-19,964,3
965,B-25971,2021-07-18,965,2
966,B-25441,2022-06-24,966,4
967,B-25441,2024-06-08,967,4
968,B-25441,2022-06-24,968,2
969,B-25441,2024-06-08,969,2
970,B-25441,2022-06-24,970,1
971,B-25441,2024-06-08,971,1
972,B-25823,2022-09-29,972,5
973,B-25363,2023-05-10,973,4
974,B-25363,2020-05-02,974,4
975,B-26445,2021-04-12,975,3
976,B-26724,2023-11-04,976,3
977,B-25447,2020-05-04,977,3
978,B-26904,2023-09-10,978,2
979,B-26904,2024-01-05,979,2
980,B-26904,2024-05-08,980,2
981,B-26456,2024-03-30,981,5
982,B-25435,2020-09-10,982,1
983,B-25435,2020-09-10,983,3
984,B-26279,2020-07-12,984,4
985,B-26279,2022-12-08,985,4
986,B-26279,2024-03-27,986,4
987,B-26279,2023-02-17,987,4
988,B-26279,2021-07-21,988,4
989,B-26279,2020-07-12,989,1
990,B-26279,2022-12-08,990,1
991,B-26279,2024-03-27,991,1
992,B-26279,2023-02-17,992,1
993,B-26279,2021-07-21,993,1
994,B-25770,2022-10-30,994,5
995,B-25715,2020-12-31,995,2
996,B-25715,2022-04-15,996,2
997,B-25715,2023-04-05,997,2
998,B-25715,2020-12-31,998,1
999,B-25715,2022-04-15,999,1
1000,B-25715,2023-04-05,1000,1
1001,B-25715,2020-12-31,1001,1
1002,B-25715,2022-04-15,1002,1
1003,B-25715,2023-04-05,1003,1
1004,B-26961,2021-10-29,1004,2
1005,B-26961,2024-12-29,1005,2
1006,B-25902,2020-08-11,1006,1
1007,B-26321,2024-03-04,1007,4
1008,B-25612,2023-10-17,1008,3
1009,B-25605,2023-07-28,1009,5
1010,B-25810,2021-11-27,1010,4
1011,B-25810,2021-11-27,1011,4
1012,B-25935,2020-09-09,1012,2
1013,B-26245,2021-06-02,1013,3
1014,B-26245,2022-08-22,1014,3
1015,B-26245,2024-04-16,1015,3
1016,B-25346,2022-08-23,1016,5
1017,B-25346,2021-03-12,1017,5
1018,B-25594,2024-06-26,1018,4
1019,B-25594,2023-12-08,1019,4
1020,B-25471,2024-11-27,1020,2
1021,B-25398,2022-01-10,1021,5
1022,B-25398,2021-11-01,1022,5
1023,B-25999,2023-10-28,1023,4
1024,B-25999,2025-03-01,1024,4
1025,B-25999,2023-10-28,1025,1
1026,B-25999,2025-03-01,1026,1
1027,B-25159,2024-08-01,1027,1
1028,B-25159,2023-06-07,1028,1
1029,B-25159,2024-10-21,1029,1
1030,B-25159,2021-01-04,1030,1
1031,B-25496,2022-04-19,1031,3
1032,B-25496,2022-08-11,1032,3
1033,B-25401,2023-08-04,1033,2
1034,B-25707,2020-04-25,1034,2
1035,B-25707,2020-04-25,1035,1
1036,B-26225,2024-12-14,1036,5
1037,B-25662,2022-07-25,1037,3
1038,B-25662,2022-05-07,1038,3
1039,B-26752,2022-08-11,1039,2
1040,B-26752,2022-08-12,1040,2
1041,B-26752,2022-08-11,1041,4
1042,B-26752,2022-08-12,1042,4
1043,B-25640,2023-08-21,1043,3
1044,B-25030,2022-09-12,1044,4
1045,B-25504,2023-08-20,1045,1
1046,B-26912,2020-12-27,1046,2
1047,B-26912,2023-09-04,1047,2
1048,B-26912,2022-01-08,1048,2
1049,B-25193,2023-06-05,1049,3
1050,B-25106,2021-04-01,1050,4
1051,B-25106,2024-05-28,1051,4
1052,B-25106,2021-04-01,1052,4
1053,B-25106,2024-05-28,1053,4
1054,B-26835,2023-03-09,1054,1
1055,B-25836,2022-07-28,1055,2
1056,B-25836,2021-06-17,1056,2
1057,B-26661,2024-02-13,1057,5
1058,B-26317,2021-08-06,1058,2
1059,B-26839,2022-05-01,1059,3
1060,B-26839,2022-05-01,1060,4
1061,B-25735,2024-03-11,1061,3
1062,B-25387,2020-07-06,1062,1
1063,B-25192,2020-12-17,1063,3
1064,B-26844,2022-08-30,1064,5
1065,B-26844,2025-02-27,1065,5
1066,B-26844,2021-06-05,1066,5
1067,B-25236,2022-12-22,1067,1
1068,B-25940,2025-01-25,1068,2
1069,B-25940,2025-02-14,1069,2
1070,B-26765,2023-01-06,1070,5
1071,B-26817,2020-10-11,1071,5
1072,B-26522,2023-05-24,1072,3
1073,B-26522,2024-03-12,1073,3
1074,B-26522,2024-03-17,1074,3
1075,B-25681,2022-05-17,1075,5
1076,B-25382,2020-12-21,1076,1
1077,B-25944,2021-08-24,1077,4
1078,B-25944,2022-10-22,1078,4
1079,B-26980,2024-02-21,1079,2
1080,B-26980,2022-10-31,1080,2
1081,B-25780,2022-05-15,1081,5
1082,B-25964,2022-07-22,1082,4
1083,B-26767,2021-12-13,1083,5
1084,B-26767,2021-06-03,1084,5
1085,B-25501,2025-02-24,1085,3
1086,B-26029,2023-02-02,1086,1
1087,B-25292,2021-12-31,1087,4
1088,B-25873,2024-06-15,1088,1
1089,B-25873,2022-06-05,1089,1
1090,B-25873,2020-05-11,1090,1
1091,B-25444,2024-02-11,1091,3
1092,B-25444,2020-11-25,1092,3
1093,B-26796,2023-08-12,1093,1
1094,B-25537,2022-05-06,1094,4
1095,B-26083,2024-01-17,1095,4
1096,B-25298,2021-11-24,1096,5
1097,B-25298,2021-10-06,1097,5
1098,B-25298,2025-01-27,1098,5
1099,B-26734,2022-05-23,1099,5
1100,B-26734,2023-11-28,1100,5
1101,B-26734,2023-01-18,1101,5
1102,B-25483,2021-09-06,1102,2
1103,B-25483,2021-09-06,1103,3
1104,B-26041,2021-02-22,1104,5
1105,B-26041,2021-10-06,1105,5
1106,B-26750,2020-06-07,1106,4
1107,B-26138,2024-05-21,1107,1
1108,B-26929,2020-08-05,1108,5
1109,B-25359,2020-10-15,1109,4
1110,B-25738,2021-05-15,1110,5
1111,B-25738,2022-01-13,1111,5
1112,B-25931,2023-07-18,1112,1
1113,B-25706,2022-12-08,1113,4
1114,B-25352,2023-04-17,1114,5
1115,B-26909,2020-06-23,1115,3
1116,B-26296,2022-01-20,1116,2
1117,B-26112,2023-11-18,1117,5
1118,B-26112,2022-01-19,1118,5
1119,B-26790,2020-09-21,1119,3
1120,B-26790,2020-09-21,1120,1
1121,B-25986,2021-06-11,1121,3
1122,B-25630,2024-08-07,1122,2
1123,B-25630,2022-07-26,1123,2
1124,B-26872,2024-01-13,1124,1
1125,B-26872,2024-01-13,1125,3
1126,B-25870,2021-05-28,1126,3
1127,B-25991,2021-06-13,1127,4
1128,B-25198,2023-04-25,1128,2
1129,B-25189,2021-07-05,1129,3
1130,B-25189,2024-10-12,1130,3
1131,B-26563,2021-10-04,1131,2
1132,B-25548,2024-02-07,1132,1
1133,B-25965,2021-03-05,1133,2
1134,B-25965,2023-06-25,1134,2
1135,B-26545,2021-08-02,1135,3
1136,B-26603,2022-03-17,1136,3
1137,B-26393,2024-02-07,1137,4
1138,B-26393,2022-08-19,1138,4
1139,B-26628,2024-09-19,1139,2
1140,B-26628,2020-04-05,1140,2
1141,B-25945,2023-03-10,1141,2
1142,B-26565,2020-08-10,1142,4
1143,B-25684,2020-04-29,1143,5
1144,B-25684,2023-03-16,1144,5
1145,B-26612,2020-05-04,1145,2
1146,B-26612,2020-05-04,1146,2
1147,B-25839,2024-10-15,1147,2
1148,B-25898,2022-06-09,1148,4
1149,B-26120,2020-07-04,1149,5
1150,B-26120,2023-04-09,1150,5
1151,B-26426,2023-11-24,1151,2
1152,B-26309,2023-11-29,1152,1
1153,B-26309,2024-05-20,1153,1
1154,B-26789,2024-05-21,1154,1
1155,B-26420,2021-12-07,1155,2
1156,B-26420,2025-01-06,1156,2
1157,B-26257,2022-07-13,1157,2
1158,B-26257,2020-04-19,1158,2
1159,B-25603,2024-11-14,1159,1
1160,B-25603,2020-04-18,1160,1
1161,B-25010,2023-10-18,1161,4
1162,B-25010,2021-03-21,1162,4
1163,B-25889,2024-09-13,1163,4
1164,B-25889,2023-05-04,1164,4
1165,B-25889,2023-05-31,1165,4
1166,B-26675,2024-06-15,1166,3
1167,B-26675,2021-04-03,1167,3
1168,B-26168,2025-01-14,1168,2
1169,B-25436,2020-12-24,1169,5
1170,B-25436,2022-10-07,1170,5
1171,B-25794,2021-10-05,1171,5
1172,B-26495,2024-12-28,1172,1
1173,B-25815,2022-05-14,1173,3
1174,B-25022,2023-08-19,1174,2
1175,B-25022,2023-07-14,1175,2
1176,B-26928,2023-06-22,1176,4
1177,B-25905,2023-03-21,1177,4
1178,B-26739,2020-12-13,1178,1
1179,B-26739,2024-05-29,1179,1
1180,B-25697,2021-05-25,1180,2
1181,B-25234,2024-04-02,1181,1
1182,B-25234,2022-12-03,1182,1
1183,B-25665,2021-07-12,1183,2
1184,B-25665,2020-03-22,1184,2
1185,B-25028,2020-08-09,1185,1
1186,B-26659,2022-02-18,1186,4
1187,B-25966,2021-06-14,1187,2
1188,B-25966,2021-03-01,1188,2
1189,B-25350,2023-09-23,1189,2
1190,B-26370,2024-07-31,1190,2
1191,B-26298,2020-06-02,1191,3
1192,B-26298,2022-12-15,1192,3
1193,B-26298,2020-08-07,1193,3
1194,B-25068,2024-10-26,1194,1
