order_details_id,order_pk,category_id,amount,profit,quantity
1033,1033,2,6017,2230,13
1034,1034,3,4904,469,2
1035,1035,10,3080,737,6
1036,1036,11,1992,355,2
1037,1037,8,5346,1246,17
1038,1038,8,5346,1246,17
1039,1039,2,8422,893,18
1040,1040,2,8422,893,18
1041,1041,12,6105,1447,8
1042,1042,12,6105,1447,8
1043,1043,3,670,85,9
1044,1044,4,4057,1012,6
1045,1045,3,8178,2462,10
1046,1046,5,8752,1686,9
1047,1047,5,8752,1686,9
1048,1048,5,8752,1686,9
1049,1049,2,8974,4441,16
1050,1050,11,9090,3098,16
1051,1051,11,9090,3098,16
1052,1052,1,851,356,11
1053,1053,1,851,356,11
1054,1054,11,5427,728,3
1055,1055,12,2695,914,15
1056,1056,12,2695,914,15
1057,1057,3,2386,999,3
1058,1058,3,2284,149,20
1059,1059,11,6034,608,8
1060,1060,12,8956,3359,13
1061,1061,7,7122,1982,7
1062,1062,7,9775,4507,5
1063,1063,12,3309,177,13
1064,1064,1,4163,897,14
1065,1065,1,4163,897,14
1066,1066,1,4163,897,14
1067,1067,8,5518,867,7
1068,1068,11,7566,606,6
1069,1069,11,7566,606,6
1070,1070,2,762,92,11
1071,1071,4,3316,126,6
1072,1072,12,5994,2826,9
1073,1073,12,5994,2826,9
1074,1074,12,5994,2826,9
1075,1075,4,3854,245,19
1076,1076,7,7019,2677,15
1077,1077,4,5954,2640,14
1078,1078,4,5954,2640,14
1079,1079,12,9752,3618,5
1080,1080,12,9752,3618,5
1081,1081,1,5335,322,15
1082,1082,1,1454,80,20
1083,1083,12,6724,1539,19
1084,1084,12,6724,1539,19
1085,1085,10,9874,3895,4
1086,1086,11,4918,1485,7
1087,1087,9,3189,1180,19
1088,1088,1,2684,713,2
1089,1089,1,2684,713,2
1090,1090,1,2684,713,2
1091,1091,3,7626,229,5
1092,1092,3,7626,229,5
1093,1093,2,6669,3063,19
1094,1094,7,6123,1686,3
1095,1095,9,3265,1390,16
1096,1096,7,8104,1039,6
1097,1097,7,8104,1039,6
1098,1098,7,8104,1039,6
1099,1099,5,847,355,17
1100,1100,5,847,355,17
1101,1101,5,847,355,17
1102,1102,12,3129,55,9
1103,1103,4,7821,3821,13
1104,1104,11,9498,256,12
1105,1105,11,9498,256,12
1106,1106,8,5461,1214,7
1107,1107,12,3084,611,19
1108,1108,8,6087,3043,1
1109,1109,12,611,300,3
1110,1110,7,9909,2999,18
1111,1111,7,9909,2999,18
1112,1112,8,6485,3178,18
1113,1113,4,7259,1969,10
1114,1114,2,3333,700,18
1115,1115,8,7786,1202,4
1116,1116,11,7644,2428,6
1117,1117,12,1476,247,5
1118,1118,12,1476,247,5
1119,1119,8,3445,1405,16
1120,1120,4,9837,384,1
1121,1121,8,1314,457,8
1122,1122,4,5951,936,6
1123,1123,4,5951,936,6
1124,1124,11,992,177,6
1125,1125,7,4699,625,18
1126,1126,4,5557,2114,17
1127,1127,1,3436,933,3
1128,1128,2,9840,3870,11
1129,1129,9,7620,125,4
1130,1130,9,7620,125,4
1131,1131,5,4314,1591,5
1132,1132,4,8851,999,12
1133,1133,4,544,272,2
1134,1134,4,544,272,2
1135,1135,7,537,142,20
1136,1136,4,5944,2661,7
1137,1137,2,2258,135,18
1138,1138,2,2258,135,18
1139,1139,8,9609,4339,3
1140,1140,8,9609,4339,3
1141,1141,1,9952,3301,15
1142,1142,9,9873,4585,7
1143,1143,1,3560,1335,15
1144,1144,1,3560,1335,15
1145,1145,11,6528,76,9
1146,1146,8,8930,3374,12
1147,1147,9,4521,1778,9
1148,1148,8,7091,2317,10
1149,1149,3,2101,287,8
1150,1150,3,2101,287,8
1151,1151,9,8644,1968,9
1152,1152,5,6672,3319,4
1153,1153,5,6672,3319,4
1154,1154,10,4699,103,12
1155,1155,8,4897,1001,14
1156,1156,8,4897,1001,14
1157,1157,5,5460,2088,14
1158,1158,5,5460,2088,14
1159,1159,7,9272,1771,19
1160,1160,7,9272,1771,19
1161,1161,3,7870,1057,15
1162,1162,3,7870,1057,15
1163,1163,4,7992,893,12
1164,1164,4,7992,893,12
1165,1165,4,7992,893,12
1166,1166,1,6499,2189,18
1167,1167,1,6499,2189,18
1168,1168,3,8848,2090,9
1169,1169,7,8044,3634,3
1170,1170,7,8044,3634,3
1171,1171,12,7417,1334,16
1172,1172,7,3451,658,3
1173,1173,4,8531,2555,4
1174,1174,8,6646,848,15
1175,1175,8,6646,848,15
1176,1176,4,2553,907,6
1177,1177,11,8490,3485,3
1178,1178,5,2689,1330,3
1179,1179,5,2689,1330,3
1180,1180,5,815,54,14
1181,1181,9,5024,379,2
1182,1182,9,5024,379,2
1183,1183,1,8962,2444,18
1184,1184,1,8962,2444,18
1185,1185,10,1961,59,12
1186,1186,8,526,83,4
1187,1187,12,6093,3042,9
1188,1188,12,6093,3042,9
1189,1189,1,7699,246,5
1190,1190,5,8825,3594,15
1191,1191,11,2082,642,8
1192,1192,11,2082,642,8
1193,1193,11,2082,642,8
1194,1194,7,914,163,13
